id,street,city,state,postalcode,Google/street,Google/city,Google/state,Google/postalcode
1206646,"1495 ST NICHOLAS AVE","NEW YORK",NY,,"1495 Saint Nicholas Avenue","New York","New York",10033
1206647,"1496 LONGFELLOW AVE",BRONX,NY,,"1496 Longfellow Avenue",Bronx,"New York",10460
1206648,"1499 NORTH AVE","NEW ROCHELLE",NY,,"1499 North Avenue","New Rochelle","New York",10804
1206649,"149TH STREET",BRONX,NY,
1206650,"1015 EAST 149TH STREET",BRONX,NY,,"1015 East 149th Street",Bronx,"New York",10455
1206651,"15 BEEKMAN STREET","NEW YORK",NY,10038,"15 Beekman Street","New York","New York",10038
1206652,"15 EAST 196TH STREET",BRONX,NY,,"15 East 196th Street",Bronx,"New York",10468
1206653,"15 EAST 76TH STREET","NEW YORK",NY,,"15 East 76th Street","New York","New York",10021
1206654,"15 EAST 82ND ST.","NEW YORK",NY,10028,"15 East 82nd Street","New York","New York",10028
1206655,"15 EAST MAIN STREET",ELMSFORD,NY,,"15 East Main Street",Elmsford,"New York",10523
1206656,"15 FORT WASHINGTON AVE","NEW YORK",NY,,"15 Fort Washington Avenue","New York","New York",10032
1206657,"15 GATES AVE",BROOKLYN,NY,,"15 Gates Avenue",Brooklyn,"New York",11238
1206658,"15 GREENRIDGE AVENUE","WHITE PLAINS",NY,,"15 Greenridge Avenue","White Plains","New York",10605
1206659,"15 HANOVER PLACE",BROOKLYN,NY,11201,"15 Hanover Place",Brooklyn,"New York",11201
1206660,"15 MAIDEN LANE","NEW YORK",NY,10038,"15 Maiden Lane","New York","New York",10038
1206661,"15 MT. MORRIS PARK WEST","NEW YORK",NY,,"15 Mount Morris Park West","New York","New York",10027
1206662,"15 NORTH OXFORD STREET",BROOKLYN,NY,,"15 North Oxford Street",Brooklyn,"New York",11205
1206663,"15 STEWART PLACE","WHITE PLAINS",NY,10603,"15 Stewart Place","White Plains","New York",10603
1206664,"15 WEST 116TH STREET","NEW YORK",NY,10026,"15 West 116th Street","New York","New York",10026
1206665,"15 WEST 15TH STREET","NEW YORK",NY,,"15 West 15th Street","New York","New York",10011
1206666,"15 WEST 39TH STREET","NEW YORK",NY,,"15 West 39th Street","New York","New York",10018
1206667,"15 WEST 45TH STREET","NEW YORK",NY,,"15 West 45th Street","New York","New York",10036
1206668,"15 WEST 72ND ST.","NEW YORK",NY,,"15 West 72nd Street","New York","New York",10023
1206669,"15-21 HALSTEAD AVE",HARRISON,NY,,"1521 Halstead Avenue",Mamaroneck,"New York",10543
1206670,"150 BROADWAY","NEW YORK",NY,,"150 Broadway","New York","New York",10038
1206671,"150 EAST 121ST STREET","NEW YORK",NY,,"150 East 121st Street","New York","New York",10035
1206672,"150 EAST 121ST STREET","NEW YORK",NY,,"150 East 121st Street","New York","New York",10035
1206673,"150 EAST 121ST STREET","NEW YORK",NY,10029,"150 East 121st Street","New York","New York",10035
1206674,"150 EAST 30TH STREET","NEW YORK",NY,,"150 East 30th Street","New York","New York",10016
1206675,"150 EAST 36TH STREET","NEW YORK",NY,,"150 East 36th Street","New York","New York",10016
1206676,"150 EAST 37TH STREET","NEW YORK",NY,,"150 East 37th Street","New York","New York",10016
1206677,"150 EAST 44TH STREET","NEW YORK",NY,,"150 East 44th Street","New York","New York",10017
1206678,"150 EAST 77TH STREET","NEW YORK",NY,,"150 East 77th Street","New York","New York",10021
1206679,"150 EAST 7TH STREET","NEW YORK",NY,10009,"150 East 7th Street","New York","New York",10009
1206680,"150 EAST 85TH STREET","NEW YORK",NY,10028,"150 East 85th Street","New York","New York",10028
1206681,"150 EAST 85TH STREET","NEW YORK",NY,,"150 East 85th Street","New York","New York",10028
1206682,"150 EAST 93RD STREET","NEW YORK",NY,10128,"150 East 93rd Street","New York","New York",10128
1206683,"150 GLENWOOD AVENUE",YONKERS,NY,,"150 Glenwood Avenue",Yonkers,"New York",10703
1206684,"150 OVERLOOK AVE",PEEKSKILL,NY,,"150 Overlook Avenue",Peekskill,"New York",10566
1206685,"150 ROUTE 52",CARMEL,NY,,"150 New York 52","Carmel Hamlet","New York",10512
1206686,"150 WEST 22ND STREET","NEW YORK",NY,,"150 West 22nd Street","New York","New York",10011
1206687,"150 WEST 30TH STREET","NEW YORK",NY,,"150 West 30th Street","New York","New York",10001
1206688,"150 WEST 79TH STREET","NEW YORK",NY,,"150 West 79th Street","New York","New York",10024
1206689,"150 WEST BURNSIDE AVENUE",BRONX,NY,,"150 West Burnside Avenue",Bronx,"New York",10453
1206690,"150 WEST COLUMBIA STREET",HEMPSTEAD,NY,,"150 West Columbia Street",Hempstead,"New York",11550
1206691,"150-15 79TH AVENUE",QUEENS,NY,11367,"150-15 79th Avenue",Queens,"New York",11367
1206692,"150-152 NAGLE AVENUE","NEW YORK",NY,,"150 Nagle Avenue","New York","New York",10040
1206693,"150-160 WEST 96TH STREET","NEW YORK",NY,,"150 West 96th Street","New York","New York",10025
1206694,"150-20 134TH STREET",JAMAICA,NY,,"15020 134th Street",Queens,"New York",11430
1206695,"150-51 NORTHERN BLVD.",FLUSHING,NY,11354,"150-51 Northern Boulevard",Queens,"New York",11354
1206696,"1500 BLONDELL AVENUE",BRONX,NY,10461,"1500 Blondell Avenue",Bronx,"New York",10461
1206697,"1500 EASTCHESTER RD",BRONX,NY,10461,"1500 Eastchester Road",Bronx,"New York",10461
1206698,"1500 LEXINGTON AVENUE","NEW YORK",NY,10029,"1500 Lexington Avenue","New York","New York",10029
1206699,"1500 LONGFELLOW AVE",BRONX,NY,,"1500 Longfellow Avenue",Bronx,"New York",10460
1206700,"1500 PARKER STREET",BRONX,NY,10462,"1500 Parker Street",Bronx,"New York",10462
1206701,"1500 THERIOT AVENUE",BRONX,NY,10460,"1500 Thieriot Avenue",Bronx,"New York",10460
1206702,"1501 LEXINGTON AVENUE","NEW YORK",NY,10029,"1501 Lexington Avenue","New York","New York",10029
1206703,"1501 LEXINGTON AVENUE","NEW YORK",NY,,"1501 Lexington Avenue","New York","New York",10029
1206704,"1502 MOTT AVE.","FAR ROCKAWAY",NY,11691,"15-02 Mott Avenue",Queens,"New York",11691
1206705,"1504 LONGFELLOW AVE",BRONX,NY,,"1504 Longfellow Avenue",Bronx,"New York",10460
1206706,"1505 HOE AVE.",BRONX,NY,10460,"1505 Hoe Avenue",Bronx,"New York",10460
1206707,"1507 YORK AVENUE","NEW YORK",NY,,"1507 York Avenue","New York","New York",10075
1206708,"1509 LEXINGTON AVE","NEW YORK",NY,,"1509 Lexington Avenue","New York","New York",10029
1206709,"151 30TH STREET",BROOKLYN,NY,,"151 30th Street",Brooklyn,"New York",11232
1206710,"151 DYCKMAN STREET","NEW YORK",NY,,"151 Dyckman Street","New York","New York",10040
1206711,"151 EAST 121ST STREET","NEW YORK",NY,,"151 East 121st Street","New York","New York",10035
1206712,"151 EAST 170TH STREET",BRONX,NY,10452-7099,"151 East 170th Street",Bronx,"New York",10452
1206713,"151 EAST 26TH STREET","NEW YORK",NY,10010,"151 East 26th Street","New York","New York",10010
1206714,"151 EAST 79TH STREET","NEW YORK",NY,10021,"151 East 79th Street","New York","New York",10075
1206715,"151 EAST 80TH ST.","NEW YORK",NY,10021,"151 East 80th Street","New York","New York",10075
1206716,"151 EAST 82ND STREET","NEW YORK",NY,,"151 East 82nd Street","New York","New York",10028
1206717,"151 EAST 82ND STREET","NEW YORK",NY,,"151 East 82nd Street","New York","New York",10028
1206718,"151 GRAND STREET","NEW YORK",NY,,"151 Grand Street","New York","New York",10013
1206719,"151 MANHATTAN STREET",BROOKLYN,NY,,"151 Manhattan Avenue",Brooklyn,"New York",11206
1206720,"151 MARKET STREET",NEWARK,NJ,7102,"151 Market Street",Newark,"New Jersey",07102
1206721,"151 WEST 28TH STREET","NEW YORK",NY,,"151 West 28th Street","New York","New York",10001
1206722,"151 WEST 30TH STREET","NEW YORK",NY,,"151 West 30th Street","New York","New York",10001
1206723,"151 WEST 80TH STREET","NEW YORK",NY,,"151 West 80th Street","New York","New York",10024
1206724,"151 WOOSTER STREET","NEW YORK",NY,,"151 Wooster Street","New York","New York",10012
1206725,"151-25 88TH STREET","HOWARD BEACH",NY,,"151-25 88th Street",Queens,"New York",11414
1206726,"151-55 MARKET ST",NEWARK,NJ,7102,"224 Market Street",Newark,"New Jersey",07102
1206727,"151-57 MT. VERNON AVE.","MT. VERNON",NY,,"151 Mount Vernon Avenue","Mount Vernon","New York",10550
1206728,"151/153 STANTON STREET","NEW YORK",NY,,"153 Stanton Street","New York","New York",10002
1206729,"1510 JESSUP AVE.",BRONX,NY,,"1510 Jesup Avenue",Bronx,"New York",10452
1206730,"1510 LEXINGTON AVE","NEW YORK",NY,,"1510 Lexington Avenue","New York","New York",10029
1206731,"1510 OVERING STREET",BRONX,NY,,"1510 Overing Street",Bronx,"New York",10461
1206732,"1510 WATERS PLACE",BRONX,NY,,"1510 Waters Place",Bronx,"New York",10461
1206733,"1510 ZEREGA AVE",BRONX,NY,,"1510 Zerega Avenue",Bronx,"New York",10462
1206734,"1511 BRIGHTWATER AVE",BROOKLYN,NY,,"1511 Brightwater Avenue",Brooklyn,"New York",11235
1206735,"1513 LEXINGTON AVE","NEW YORK",NY,,"1513 Lexington Avenue","New York","New York",10029
1206736,"1515 BLONDELL AVE",BRONX,NY,10461,"1515 Blondell Avenue",Bronx,"New York",10461
1206737,"1515 GRAND CONCOURSE",BRONX,NY,,"1515 Grand Concourse",Bronx,"New York",10452
1206738,"1515 JARRETT PLACE",BRONX,NY,10461,"1515 Jarrett Place",Bronx,"New York",10461
1206739,"1515 WEAVER STREET",SCARSDALE,NY,10583,"1515 Weaver Street",Scarsdale,"New York",10583
1206740,"1516 FIRST AVENUE","NEW YORK",NY,,"1516 1st Avenue","New York","New York",10075
1206741,"1516 JARRETT PLACE",BRONX,NY,10461,"1516 Jarrett Place",Bronx,"New York",10461
1206742,"1516 LEXINGTON AVE","NEW YORK",NY,,"1516 Lexington Avenue","New York","New York",10029
1206743,"1516 MERMAID AVENUE",BROOKLYN,NY,,"1516 Mermaid Avenue",Brooklyn,"New York",11224
1206744,"1518 FIRST AVENUE","NEW YORK",NY,,"1518 1st Avenue","New York","New York",10075
1206745,"1518 MACOMBS RD",BRONX,NY,,"1518 Macombs Road",Bronx,"New York",10452
1206746,"152 EAST 110TH STREET","NEW YORK",NY,,"152 East 110th Street","New York","New York",10029
1206747,"152 EAST 118TH STREET","NEW YORK",NY,,"152 East 118th Street","New York","New York",10035
1206748,"152 KING STREET","PORT CHESTER",NY,,"152 King Street","Port Chester","New York",10573
1206749,"152 NAGLE AVE","NEW YORK",NY,,"152 Nagle Avenue","New York","New York",10040
1206750,"152 WEST 36TH STREET","NEW YORK",NY,,"152 West 36th Street","New York","New York",10018
1206751,"1520 BROOK AVENUE",BRONX,NY,10457,"1520 Brook Avenue",Bronx,"New York",10457
1206752,"1520 BRUCKNER BLVD.",BRONX,NY,,"1520 Bruckner Boulevard",Bronx,"New York",10473
1206753,"1520 OCEAN AVENUE",BROOKLYN,NY,,"1520 Ocean Avenue",Brooklyn,"New York",11230
1206754,"1520 SEDGEWICK AVE",BRONX,NY,,"1520 Sedgwick Avenue",Bronx,"New York",10453
1206755,"1521 BRIGHTWATER AVE",BROOKLYN,NY,,"1521 Brightwater Avenue",Brooklyn,"New York",11235
1206756,"1521 JARRETT PLACE",BRONX,NY,,"1521 Jarrett Place",Bronx,"New York",10461
1206757,"1521 JARRETT PLACE, AKA 1520 WILLIAMSBRIDGE RD",BRONX,NY,,"1521 Jarrett Place",Bronx,"New York",10461
1206758,"1522 UNIVERSITY AVE","NEW YORK",NY,,"1522 University Avenue",Bronx,"New York",10453
1206759,"1524 PARKER STREET",BRONX,NY,,"1524 Parker Street",Bronx,"New York",10462
1206760,"1525 BLONDELL AVENUE",BRONX,NY,10461,"1525 Blondell Avenue",Bronx,"New York",10461
1206761,"1526 BEACH AVENUE",BRONX,NY,,"1526 Beach Avenue",Bronx,"New York",10460
1206762,"1529 WILLIAMSBRIDGE ROAD",BRONX,NY,,"1529 Williamsbridge Road",Bronx,"New York",10461
1206763,"1529-1535 WILLIAMSBRIDGE RD",BRONX,NY,,"1529-1535 Williamsbridge Road",Bronx,"New York",10461
1206764,"1535 WILLIAMSBRIDGE ROAD",BRONX,NY,,"1535 Williamsbridge Road",Bronx,"New York",10461
1206765,"153 7TH ST.","GARDEN CITY",NY,11221,"153-157 7th Street","Garden City","New York",11530
1206766,"153 EAST 30TH STREET","NEW YORK",NY,,"153 East 30th Street","New York","New York",10016
1206767,"153 EAST 57TH ST.","NEW YORK",NY,,"153 East 57th Street","New York","New York",10022
1206768,"153 EAST 87TH STREET","NEW YORK",NY,10028,"153 East 87th Street","New York","New York",10128
1206769,"153 MANHATTAN STREET",BROOKLYN,NY,,"153 Manhattan Avenue",Brooklyn,"New York",11206
1206770,"153 WEST 53RD STREET","NEW YORK",NY,,"153 West 53rd Street","New York","New York",10019
1206771,"153-10 79TH STREET","HOWARD BEACH",NY,,"153-10 79th Street",Queens,"New York",11414
1206772,"153-20 SOUTH CONDUIT AVENUE",JAMAICA,NY,,"153-20 South Conduit Avenue",Queens,"New York",11434
1206773,"153-39 CROSS ISLAND PARKWAY",WHITESTONE,NY,,"15339 Cross Island Parkway",Queens,"New York",11357
1206774,"1530 BEACH AVE",BRONX,NY,,"1530 Beach Avenue",Bronx,"New York",10460
1206775,"1530 JESSUP AVENUE",BRONX,NY,,"1530 Jesup Avenue",Bronx,"New York",10452
1206776,"1530 STILLWELL AVE",BRONX,NY,10461,"1530 Stillwell Avenue",Bronx,"New York",10461
1206777,"1531 FULTON STREET",BROOKLYN,NY,11216,"1531 Fulton Street",Brooklyn,"New York",11216
1206778,"1531-1561 CENTRAL PARK AVE",YONKERS,NY,,"1531 Central Park Avenue",Yonkers,"New York",10710
1206779,"1531/35 WESTCHESTER AVE",BRONX,NY,,"35 Westchester Avenue",Bronx,"New York",10461
1206780,"1533 BROADWAY",BROOKLYN,NY,11221,"1533 Broadway",Brooklyn,"New York",11221
1206781,"1534 PROSPECT PLACE",BROOKLYN,NY,,"1534 Prospect Place",Brooklyn,"New York",11213
1206782,"1534 WESTCHESTER AVENUE",BRONX,NY,,"1534 Westchester Avenue",Bronx,"New York",10472
1206783,"1534-40 FULTON STREET",BROOKLYN,NY,,"1534 Fulton Street",Brooklyn,"New York",11216
1206784,"1535 BROADWAY","NEW YORK",NY,,"1535 Broadway","New York","New York",10036
1206785,"1535 BROADWAY","NEW YORK",NY,,"1535 Broadway","New York","New York",10036
1206786,"1535 BROADWAY","NEW YORK",NY,,"1535 Broadway","New York","New York",10036
1206787,"1535 BROADWAY","NEW YORK",NY,,"1535 Broadway","New York","New York",10036
1206788,"1535 BROADWAY","NEW YORK",NY,,"1535 Broadway","New York","New York",10036
1206789,"1535 BROADWAY","NEW YORK",NY,,"1535 Broadway","New York","New York",10036
1206790,"1535 BROADWAY","NEW YORK",NY,10036,"1535 Broadway","New York","New York",10036
1206791,"1535 BROADWAY","NEW YORK",NY,,"1535 Broadway","New York","New York",10036
1206792,"154 BEACH 114TH STREET","ROCKAWAY PARK",NY,,"154 Beach 114th Street",Queens,"New York",11694
1206793,"154 EAST 124TH STREET","NEW YORK",NY,,"154 East 124th Street","New York","New York",10035
1206794,"154 EAST 29TH STREET","NEW YORK",NY,10016,"154 East 29th Street","New York","New York",10016
1206795,"154 EAST 29TH STREET","NEW YORK",NY,,"154 East 29th Street","New York","New York",10016
1206796,"154 EAST 37TH STREET","NEW YORK",NY,,"154 East 37th Street","New York","New York",10016
1206797,"154 EAST 79TH STREET","NEW YORK",NY,10075,"154 East 79th Street","New York","New York",10075
1206798,"154 GRAND STREET","NEW YORK",NY,,"154 Grand Street","New York","New York",10013
1206799,"154 POST AVE.","NEW YORK",NY,10034,"154 Post Avenue","New York","New York",10034
1206800,"154 WEST 127TH STREET","NEW YORK",NY,,"154 West 127th Street","New York","New York",10027
1206801,"154/156 EAST 97TH STREET","NEW YORK",NY,,"156 East 97th Street","New York","New York",10029
1206802,"1540 PELHAM PARKWAY S",BRONX,NY,,"1540 Pelham Parkway South",Bronx,"New York",10461
1206803,"1541-51 SHAKESPEARE AVE",BRONX,NY,,"1541 Shakespeare Avenue",Bronx,"New York",10452
1206804,"1543/57 JEROME AVENUE",BRONX,NY,10453,"1543 Jerome Avenue",Bronx,"New York",10452
1206805,"1548 BRYANT AVE",BRONX,NY,,"1548 Bryant Avenue",Bronx,"New York",10460
1206806,"1548-1560 CENTRAL PARK AVE",YONKERS,NY,,"1548 Central Park Avenue",Yonkers,"New York",10710
1206807,"155 BLEECKER STREET","NEW YORK",NY,,"155 Bleecker Street","New York","New York",10012
1206808,"155 DEAN STREET",BROOKLYN,NY,11217,"155 Dean Street",Brooklyn,"New York",11217
1206809,"155 EAST 33RD STREET","NEW YORK",NY,,"155 East 33rd Street","New York","New York",10016
1206810,"155 EAST 4TH STREET","NEW YORK",NY,,"155 East 4th Street","New York","New York",10009
1206811,"155 EAST 55TH STREET","NEW YORK",NY,,"155 East 55th Street","New York","New York",10022
1206812,"155 EAST 76TH STREET","NEW YORK",NY,10021,"155 East 76th Street","New York","New York",10021
1206813,"155 LIBERTY AVE",BROOKLYN,NY,,"155 Liberty Avenue",Brooklyn,"New York",11212
1206814,"155 NORTH CENTRAL AVE",HARTSDALE,NY,,"155 North Central Avenue",Hartsdale,"New York",10530
1206815,"155 UNION AVE","MT. VERNON",NY,,"155 Union Avenue","Mount Vernon","New York",10550
1206816,"155 WATER STREET","NEW YORK",NY,,"155 Water Street",Brooklyn,"New York",11201
1206817,"155 WEST 33RD STREET","NEW YORK",NY,,"155 West 33rd Street","New York","New York",10001
1206818,"155 WEST 33RD STREET","NEW YORK",NY,,"155 West 33rd Street","New York","New York",10001
1206819,"155 WEST 70TH STREET","NEW YORK",NY,,"155 West 70th Street","New York","New York",10023
1206820,"155 WOOSTER STREET","NEW YORK",NY,,"155 Wooster Street","New York","New York",10012
1206821,"155-02 90TH AVE.",JAMAICA,NY,,"155-02 90th Avenue",Queens,"New York",11432
1206822,"155/89 EAST 76TH STREET","NEW YORK",NY,,"89 East 76th Street","New York","New York",10021
1206823,"1550 BLONDELL AVENUE, A.K.A 1695 EASTCHESTER ROAD",BRONX,NY,10461,"1695 Eastchester Road",Bronx,"New York",10461
1206824,"1550 BLONDELL AVENUE",BRONX,NY,,"1550 Blondell Avenue",Bronx,"New York",10461
1206825,"1550 STILLWELL AVENUE",BRONX,NY,,"1550 Stillwell Avenue",Bronx,"New York",10461
1206826,"1550 UNIVERSITY AVE",BRONX,NY,,"1550 University Avenue",Bronx,"New York",10452
1206827,"1551 JEROME AVENUE",BRONX,NY,,"1551 Jerome Avenue",Bronx,"New York",10452
1206828,"1555 LINDEN BLVD",BROOKLYN,NY,11212,"1555 Linden Boulevard",Brooklyn,"New York",11212
1206829,"156 EAST 109TH STREET","NEW YORK",NY,,"156 East 109th Street","New York","New York",10029
1206830,"156 EAST 124TH STREET","NEW YORK",NY,,"156 East 124th Street","New York","New York",10035
1206831,"156 EAST 79TH STREET","NEW YORK",NY,,"156 East 79th Street","New York","New York",10075
1206832,"156 NAGLE AVE","NEW YORK",NY,,"156 Nagle Avenue","New York","New York",10040
1206833,"156 PORT RICHMOND AVENUE","STATEN ISLAND",NY,10302,"156 Port Richmond Avenue","Staten Island","New York",10302
1206834,"156 PULASKI STREET",BROOKLYN,NY,,"156 Pulaski Street",Brooklyn,"New York",11206
1206835,"156-11 AQUILAR AVENUE",QUEENS,NY,11367,"156-11 Aguilar Avenue",Queens,"New York",11367
1206836,"156-158 CENTRE AVE","NEW ROCHELLE",NY,,"156 Centre Avenue","New Rochelle","New York",10805
1206837,"156-40D CROSS BAY BLVD","HOWARD BEACH",NY,,"156-40 Cross Bay Boulevard",Queens,"New York",11414
1206838,"156-40D CROSS BAY BLVD","HOWARD BEACH",NY,,"156-40 Cross Bay Boulevard",Queens,"New York",11414
1206839,"1560 BROADWAY","NEW YORK",NY,10036,"1560 Broadway","New York","New York",10036
1206840,"1561 SHERIDAN AVE",BRONX,NY,,"1561 Sheridan Avenue",Bronx,"New York",10457
1206841,"1561-63 WESTCHESTER AVENUE",BRONX,NY,,"1561 Westchester Avenue",Bronx,"New York",10472
1206842,"1562 THIERIOT AVE",BRONX,NY,,"1562 Thieriot Avenue",Bronx,"New York",10460
1206843,"1562-68 ST. NICHOLAS AVENUE","NEW YORK",NY,,"1562 Saint Nicholas Avenue","New York","New York",10040
1206844,"1563 BOONE AVENUE",BRONX,NY,10460,"1563 Boone Avenue",Bronx,"New York",10460
1206845,"1563 WESTCHESTER AVENUE",BRONX,NY,,"1563 Westchester Avenue",Bronx,"New York",10472
1206846,"1564 ST PETERS AVE",BRONX,NY,,"1564 Saint Peters Avenue",Bronx,"New York",10461
1206847,"1565 STILLWELL AVE",BRONX,NY,,"1565 Stillwell Avenue",Bronx,"New York",10461
1206848,"1566 SECOND AVE","NEW YORK",NY,,"1566 2nd Avenue","New York","New York",10028
1206849,"1567 BROADWAY","NEW YORK",NY,,"1567 Broadway","New York","New York",10036
1206850,"1568 SECOND AVE","NEW YORK",NY,,"1568 2nd Avenue","New York","New York",10028
1206851,"1569 PROSPECT PLACE",BROOKLYN,NY,,"1569 Prospect Place",Brooklyn,"New York",11233
1206852,"157 EAST 25TH STREET","NEW YORK",NY,,"157 East 25th Street","New York","New York",10010
1206853,"157 EAST 57TH ST.","NEW YORK",NY,,"157 East 57th Street","New York","New York",10022
1206854,"157 EAST 72ND STREET","NEW YORK",NY,,"157 East 72nd Street","New York","New York",10021
1206855,"157 HUDSON STREET","NEW YORK",NY,,"157 Hudson Street","New York","New York",10013
1206856,"157 TIBBETTS ROAD",YONKERS,NY,10705,"157 Tibbetts Road",Yonkers,"New York",10705
1206857,"157 WEST 131ST STREET","NEW YORK",NY,,"157 West 131st Street","New York","New York",10027
1206858,"157-15 19TH AVENUE",QUEENS,NY,11357,"157-15 19th Avenue",Queens,"New York",11357
1206859,"157-20 CROSS BAY BLVD","HOWARD BEACH",NY,,"157-20 Cross Bay Boulevard",Queens,"New York",11414
1206860,"1570-78 WESTCHESTER AVE.",BRONX,NY,10472,"1570 Westchester Avenue",Bronx,"New York",10472
1206861,"1571-79 WESTCHESTER AVENUE",BRONX,NY,,"1571 Westchester Avenue",Bronx,"New York",10472
1206862,"1573 ZEREGA AVE",BRONX,NY,,"1573 Zerega Avenue",Bronx,"New York",10462
1206863,"1574 BEACH AVE",BRONX,NY,,"1574 Beach Avenue",Bronx,"New York",10460
1206864,"1575 BLONDELL AVENUE",BRONX,NY,,"1575 Blondell Avenue",Bronx,"New York",10461
1206865,"1575 BRONX RIVER AVE",BRONX,NY,,"1575 Bronx River Avenue",Bronx,"New York",10460
1206866,"1575 POPLAR ST.",BRONX,NY,,"1575 Poplar Street",Bronx,"New York",10461
1206867,"1575 TOWNSEND AVENUE",BRONX,NY,,"1575 Townsend Avenue",Bronx,"New York",10452
1206868,"1575 WILLIAMSBRIDGE ROAD",BRONX,NY,10461,"1575 Williamsbridge Road",Bronx,"New York",10461
1206869,"1576 THIRD AVE","NEW YORK",NY,,"1576 3rd Avenue","New York","New York",10128
1206870,"1578 WHITE PLAINS ROAD",BRONX,NY,10462,"1578 White Plains Road",Bronx,"New York",10462
1206871,"158 BEACH 116TH STREET","ROCKAWAY PARK",NY,,"158 Beach 116th Street",Queens,"New York",11694
1206872,"158 BLEECKER STREET","NEW YORK",NY,10012,"158 Bleecker Street","New York","New York",10012
1206873,"158 EAST 119TH STREET","NEW YORK",NY,,"158 East 119th Street","New York","New York",10035
1206874,"158 EAST 122ND STREET","NEW YORK",NY,10026,"158 East 122nd Street","New York","New York",10035
1206875,"158 EAST 23RD STREET","NEW YORK",NY,,"158 East 23rd Street","New York","New York",10010
1206876,"158 LINWOOD PLAZA","FORT LEE",NJ,,"158 Linwood Drive","Fort Lee","New Jersey",07024
1206877,"158 LUDLOW STREET",YONKERS,NY,10705,"158 Ludlow Street",Yonkers,"New York",10705
1206878,"158 WEST 13TH STREET","NEW YORK",NY,,"158 West 13th Street","New York","New York",10011
1206879,"158 WEST 27TH STREET","NEW YORK",NY,,"158 West 27th Street","New York","New York",10001
1206880,"158 WEST 58TH STREET","NEW YORK",NY,,"158 West 58th Street","New York","New York",10019
1206881,"158 WEST 75TH STREET","NEW YORK",NY,10023,"158 West 75th Street","New York","New York",10023
1206882,"158 WEST 88TH STREET","NEW YORK",NY,,"158 West 88th Street","New York","New York",10024
1206883,"158 WOOSTER STREET","NEW YORK",NY,,"158 Wooster Street","New York","New York",10012
1206884,"1580 THIERIOT AVE",BRONX,NY,,"1580 Thieriot Avenue",Bronx,"New York",10460
1206885,"1589 PALISADE AVE","FORT LEE",NJ,,"1589 Palisade Avenue","Fort Lee","New Jersey",07024
1206886,"159 COLUMBUS AVENUE","NEW YORK",NY,10023,"159 Columbus Avenue","New York","New York",10023
1206887,"159 EASTERN PARKWAY",BROOKLYN,NY,,"159 Eastern Parkway",Brooklyn,"New York",11238
1206888,"159 FIRST AVENUE","NEW YORK",NY,,"159 1st Avenue","New York","New York",10003
1206889,"159 HAWTHORNE AVENUE",YONKERS,NY,,"159 Hawthorne Avenue",Yonkers,"New York",10701
1206890,"159 MADISON AVENUE","NEW YORK",NY,10016,"159 Madison Avenue","New York","New York",10016
1206891,"159 MAHOPAC AVE","GRANITE SPRINGS",NY,,"159 Mahopac Avenue","Granite Springs","New York",10527
1206892,"159 MANHATTAN AVENUE",BROOKLYN,NY,,"159 Manhattan Avenue",Brooklyn,"New York",11206
1206893,"159 WEST 119TH STREET","NEW YORK",NY,,"159 West 119th Street","New York","New York",10026
1206894,"159 WEST 24TH STREET","NEW YORK",NY,,"159 West 24th Street","New York","New York",10011
1206895,"159 WEST 53RD STREET","NEW YORK",NY,,"159 West 53rd Street","New York","New York",10019
1206896,"159 WEST 75TH","NEW YORK",NY,,"159 West 75th Street","New York","New York",10023
1206897,"159 WEST 75TH STREET","NEW YORK",NY,10023,"159 West 75th Street","New York","New York",10023
1206898,"159-10 71ST AVENUE",FLUSHING,NY,11365,"159-10 71st Avenue",Queens,"New York",11365
1206899,"159-18 NORTHERN BLVD",FLUSHING,NY,,"159-18 Northern Boulevard",Queens,"New York",11358
1206900,"159-21 CROSS BAY BLVD","HOWARD BEACH",NY,,"159-21 Cross Bay Boulevard",Queens,"New York",11414
1206901,"1590 BEDFORD AVENUE",BROOKLYN,NY,,"1590 Bedford Avenue",Brooklyn,"New York",11225
1206902,"1590 SECOND AVE","NEW YORK",NY,,"1590 2nd Avenue","New York","New York",10028
1206903,"1591 BRUCKNER BLVD",BRONX,NY,10467,"1591 Bruckner Boulevard",Bronx,"New York",10472
1206904,"1592 JESSUP AVE.",BRONX,NY,,"1592 Jesup Avenue",Bronx,"New York",10452
1206905,"1595 FULTON STREET",BROOKLYN,NY,,"1595 Fulton Street",Brooklyn,"New York",11233
1206906,"1598 WESTCHESTER AVENUE",BRONX,NY,,"1598 Westchester Avenue",Bronx,"New York",10472
1206907,"159B EAST 170TH STREET",BRONX,NY,,"159 East 170th Street",Bronx,"New York",10452
1206908,"16 DEPOT SQUARE",TUCKAHOE,NY,,"16 Depot Square",Tuckahoe,"New York",10707
1206909,"16 DEWEY AVENUE",YONKERS,NY,,"16 Dewey Avenue",Yonkers,"New York",10708
1206910,"16 EAST 127TH STREET","NEW YORK",NY,,"16 East 127th Street","New York","New York",10035
1206911,"16 EAST 41ST STREET","NEW YORK",NY,,"16 East 41st Street","New York","New York",10017
1206912,"16 EAST 62ND ST","NEW YORK",NY,,"16 East 62nd Street","New York","New York",10065
1206913,"16 EAST 62ND ST.","NEW YORK",NY,,"16 East 62nd Street","New York","New York",10065
