id,street,city,state,postalcode,Google/street,Google/city,Google/state,Google/postalcode
1206805,"1548 BRYANT AVE",BRONX,NY,
1206806,"1548-1560 CENTRAL PARK AVE",YONKERS,NY,
1206807,"155 BLEECKER STREET","NEW YORK",NY,
1206808,"155 DEAN STREET",BROOKLYN,NY,11217
1206809,"155 EAST 33RD STREET","NEW YORK",NY,
1206810,"155 EAST 4TH STREET","NEW YORK",NY,
1206811,"155 EAST 55TH STREET","NEW YORK",NY,
1206812,"155 EAST 76TH STREET","NEW YORK",NY,10021
1206813,"155 LIBERTY AVE",BROOKLYN,NY,
1206814,"155 NORTH CENTRAL AVE",HARTSDALE,NY,
1206815,"155 UNION AVE","MT. VERNON",NY,
1206816,"155 WATER STREET","NEW YORK",NY,
1206817,"155 WEST 33RD STREET","NEW YORK",NY,
1206818,"155 WEST 33RD STREET","NEW YORK",NY,
1206819,"155 WEST 70TH STREET","NEW YORK",NY,
1206820,"155 WOOSTER STREET","NEW YORK",NY,
1206821,"155-02 90TH AVE.",JAMAICA,NY,
1206822,"155/89 EAST 76TH STREET","NEW YORK",NY,
1206823,"1550 BLONDELL AVENUE, A.K.A 1695 EASTCHESTER ROAD",BRONX,NY,10461
1206824,"1550 BLONDELL AVENUE",BRONX,NY,
1206825,"1550 STILLWELL AVENUE",BRONX,NY,
1206826,"1550 UNIVERSITY AVE",BRONX,NY,
1206827,"1551 JEROME AVENUE",BRONX,NY,
1206828,"1555 LINDEN BLVD",BROOKLYN,NY,11212
1206829,"156 EAST 109TH STREET","NEW YORK",NY,
1206830,"156 EAST 124TH STREET","NEW YORK",NY,
1206831,"156 EAST 79TH STREET","NEW YORK",NY,
1206832,"156 NAGLE AVE","NEW YORK",NY,
1206833,"156 PORT RICHMOND AVENUE","STATEN ISLAND",NY,10302
1206834,"156 PULASKI STREET",BROOKLYN,NY,
1206835,"156-11 AQUILAR AVENUE",QUEENS,NY,11367
1206836,"156-158 CENTRE AVE","NEW ROCHELLE",NY,
1206837,"156-40D CROSS BAY BLVD","HOWARD BEACH",NY,
1206838,"156-40D CROSS BAY BLVD","HOWARD BEACH",NY,
1206839,"1560 BROADWAY","NEW YORK",NY,10036
1206840,"1561 SHERIDAN AVE",BRONX,NY,
1206841,"1561-63 WESTCHESTER AVENUE",BRONX,NY,
1206842,"1562 THIERIOT AVE",BRONX,NY,
1206843,"1562-68 ST. NICHOLAS AVENUE","NEW YORK",NY,
1206844,"1563 BOONE AVENUE",BRONX,NY,10460
1206845,"1563 WESTCHESTER AVENUE",BRONX,NY,
1206846,"1564 ST PETERS AVE",BRONX,NY,
1206847,"1565 STILLWELL AVE",BRONX,NY,
1206848,"1566 SECOND AVE","NEW YORK",NY,
1206849,"1567 BROADWAY","NEW YORK",NY,
1206850,"1568 SECOND AVE","NEW YORK",NY,
1206851,"1569 PROSPECT PLACE",BROOKLYN,NY,
1206852,"157 EAST 25TH STREET","NEW YORK",NY,
1206853,"157 EAST 57TH ST.","NEW YORK",NY,
1206854,"157 EAST 72ND STREET","NEW YORK",NY,
1206855,"157 HUDSON STREET","NEW YORK",NY,
1206856,"157 TIBBETTS ROAD",YONKERS,NY,10705
1206857,"157 WEST 131ST STREET","NEW YORK",NY,
1206858,"157-15 19TH AVENUE",QUEENS,NY,11357
1206859,"157-20 CROSS BAY BLVD","HOWARD BEACH",NY,
1206860,"1570-78 WESTCHESTER AVE.",BRONX,NY,10472
1206861,"1571-79 WESTCHESTER AVENUE",BRONX,NY,
1206862,"1573 ZEREGA AVE",BRONX,NY,
1206863,"1574 BEACH AVE",BRONX,NY,
1206864,"1575 BLONDELL AVENUE",BRONX,NY,
1206865,"1575 BRONX RIVER AVE",BRONX,NY,
1206866,"1575 POPLAR ST.",BRONX,NY,
1206867,"1575 TOWNSEND AVENUE",BRONX,NY,
1206868,"1575 WILLIAMSBRIDGE ROAD",BRONX,NY,10461
1206869,"1576 THIRD AVE","NEW YORK",NY,
1206870,"1578 WHITE PLAINS ROAD",BRONX,NY,10462
1206871,"158 BEACH 116TH STREET","ROCKAWAY PARK",NY,
1206872,"158 BLEECKER STREET","NEW YORK",NY,10012
1206873,"158 EAST 119TH STREET","NEW YORK",NY,
1206874,"158 EAST 122ND STREET","NEW YORK",NY,10026
1206875,"158 EAST 23RD STREET","NEW YORK",NY,
1206876,"158 LINWOOD PLAZA","FORT LEE",NJ,
1206877,"158 LUDLOW STREET",YONKERS,NY,10705
1206878,"158 WEST 13TH STREET","NEW YORK",NY,
1206879,"158 WEST 27TH STREET","NEW YORK",NY,
1206880,"158 WEST 58TH STREET","NEW YORK",NY,
1206881,"158 WEST 75TH STREET","NEW YORK",NY,10023
1206882,"158 WEST 88TH STREET","NEW YORK",NY,
1206883,"158 WOOSTER STREET","NEW YORK",NY,
1206884,"1580 THIERIOT AVE",BRONX,NY,
1206885,"1589 PALISADE AVE","FORT LEE",NJ,
1206886,"159 COLUMBUS AVENUE","NEW YORK",NY,10023
1206887,"159 EASTERN PARKWAY",BROOKLYN,NY,
1206888,"159 FIRST AVENUE","NEW YORK",NY,
1206889,"159 HAWTHORNE AVENUE",YONKERS,NY,
1206890,"159 MADISON AVENUE","NEW YORK",NY,10016
1206891,"159 MAHOPAC AVE","GRANITE SPRINGS",NY,
1206892,"159 MANHATTAN AVENUE",BROOKLYN,NY,
1206893,"159 WEST 119TH STREET","NEW YORK",NY,
1206894,"159 WEST 24TH STREET","NEW YORK",NY,
1206895,"159 WEST 53RD STREET","NEW YORK",NY,
1206896,"159 WEST 75TH","NEW YORK",NY,
1206897,"159 WEST 75TH STREET","NEW YORK",NY,10023
1206898,"159-10 71ST AVENUE",FLUSHING,NY,11365
1206899,"159-18 NORTHERN BLVD",FLUSHING,NY,
1206900,"159-21 CROSS BAY BLVD","HOWARD BEACH",NY,
1206901,"1590 BEDFORD AVENUE",BROOKLYN,NY,
1206902,"1590 SECOND AVE","NEW YORK",NY,
1206903,"1591 BRUCKNER BLVD",BRONX,NY,10467
1206904,"1592 JESSUP AVE.",BRONX,NY,
1206905,"1595 FULTON STREET",BROOKLYN,NY,
1206906,"1598 WESTCHESTER AVENUE",BRONX,NY,
1206907,"159B EAST 170TH STREET",BRONX,NY,
1206908,"16 DEPOT SQUARE",TUCKAHOE,NY,
1206909,"16 DEWEY AVENUE",YONKERS,NY,
1206910,"16 EAST 127TH STREET","NEW YORK",NY,
1206911,"16 EAST 41ST STREET","NEW YORK",NY,
1206912,"16 EAST 62ND ST","NEW YORK",NY,
1206913,"16 EAST 62ND ST.","NEW YORK",NY,
1206914,"16 JANE STREET","NEW YORK",NY,
1206915,"16 LAKE STREET","WHITE PLAINS",NY,
1206916,"16 LAKE STREET","WHITE PLAINS",NY,
1206917,"16 MANVILLE LANE",PLEASANTVILLE,NY,
1206918,"16 NORTH CHATSWORTH AVE",LARCHMONT,NY,
1206919,"16 WARREN STREET","NEW YORK",NY,
1206920,"16 WEST 102ND STREET","NEW YORK",NY,
1206921,"16 WEST 10TH STREET","NEW YORK",NY,10011
1206922,"16 WEST 12TH STREET","NEW YORK",NY,
1206923,"16 WEST 19TH STREET","NEW YORK",NY,
1206924,"16 WEST 21ST STREET","NEW YORK",NY,
1206925,"16 WEST 23RD ST.","NEW YORK",NY,10010
1206926,"16 WEST 46TH STREET, 6TH FLOOR","NEW YORK",NY,
1206927,"16 WEST 46TH STREET, 11TH FLOOR","NEW YORK",NY,
1206928,"16 WEST 46TH STREET","NEW YORK",NY,
1206929,"16 WEST 46TH STREET, 7TH FLOOR","NEW YORK",NY,
1206930,"16 WEST 46TH STREET, 4TH FLOOR","NEW YORK",NY,
1206931,"16 WEST 46TH STREET, 10TH FLOOR","NEW YORK",NY,
1206932,"16 WEST 46TH STREET, 2ND FLOOR","NEW YORK",NY,
1206933,"16 WEST 68TH STREET","NEW YORK",NY,
1206934,"16 WEST 68TH STREET","NEW YORK",NY,
1206935,"16 WEST 86TH STREET","NEW YORK",NY,
1206936,"16 WEST 86TH STREET","NEW YORK",NY,
1206937,"16-18 EAST 109TH STREET","NEW YORK",NY,
1206938,"16-18 OLD BROADWAY","NEW YORK",NY,
1206939,"16-18 WARBURTON AVENUE",YONKERS,NY,
1206940,"16-20 DRAKE AVE","NEW ROCHELLE",NY,
1206941,"16-20 DRAKE AVENUE","NEW ROCHELLE",NY,
1206942,"16/28 W.KINGSBRIDGE ROAD",BRONX,NY,10468
1206943,"160 CABRINI BLVD","NEW YORK",NY,
1206944,"160 CABRINI BLVD","NEW YORK",NY,
1206945,"160 CLINTON STREET",BROOKLYN,NY,
1206946,"160 EAST 100TH STREET","NEW YORK",NY,
1206947,"160 EAST 48TH STREET","NEW YORK",NY,
1206948,"160 EAST 48TH STREET","NEW YORK",NY,
1206949,"160 EAST 55TH STREET","NEW YORK",NY,10022
1206950,"160 EAST 56TH STREET, 4TH FLOOR","NEW YORK",NY,
1206951,"160 EAST 88TH STREET","NEW YORK",NY,10128
1206952,"160 JOHN STREET",BROOKLYN,NY,
1206953,"160 NORTH 12TH STREET",BROOKLYN,NY,
1206954,"160 NORTH MC QUESTEN PKWAY","MT. VERNON",NY,10550
1206955,"160 SOUTH 2ND STREET",BROOKLYN,NY,
1206956,"160 VARICK","NEW YORK",NY,
1206957,"160 WEST 118TH STREET","NEW YORK",NY,
1206958,"160 WEST 132ND STREET","NEW YORK",NY,
1206959,"160 WEST 24TH STREET, AKA 229 SEVENTH AVENUE","NEW YORK",NY,
1206960,"160 WEST 71ST STREET","NEW YORK",NY,
1206961,"160 WEST 79TH STREET","NEW YORK",NY,
1206962,"160 WEST 95TH STREET","NEW YORK",NY,
1206963,"160-10 CROSS BAY BOULEVARD","HOWARD BEACH",NY,
1206964,"160-60 CLAUDE AVE.",JAMAICA,NY,
1206965,"160/162 HUNTS LANE",CHAPPAQUA,NY,10514
1206966,"1600 BATHGATE AVENUE",BRONX,NY,10457
1206967,"1600 PARKVIEW AVE",BRONX,NY,
1206968,"1600 PARKVIEW AVENUE",BRONX,NY,
1206969,"1600 PARKVIEW AVENUE",BRONX,NY,10461
1206970,"1601 BRONXDALE AVE",BRONX,NY,
1206971,"1601 BRONXDALE AVE.",BRONX,NY,
1206972,"1601 MACOMBS RD",BRONX,NY,
1206973,"1601 UNIVERSITY AVENUE",BRONX,NY,
1206974,"1602 FIRST AVENUE","NEW YORK",NY,
1206975,"1602 PACIFIC STREET",BROOKLYN,NY,
1206976,"1605 UNIVERSITY AVENUE",BRONX,NY,
1206977,"161 ATLANTIC AVENUE",BROOKLYN,NY,
1206978,"161 EAST 110TH STREET","NEW YORK",NY,
1206979,"161 HALSEY STREET",BROOKLYN,NY,
1206980,"161 JEFFERSON AVENUE",BROOKLYN,NY,
1206981,"161 REMSEN STREET",BROOKLYN,NY,
1206982,"161 REMSEN STREET",BROOKLYN,NY,
1206983,"161 SOUTH ELLIOT PLACE",BROOKLYN,NY,
1206984,"161 WEST 16TH STREET","NEW YORK",NY,
1206985,"161-163 EAST 106TH STREET","NEW YORK",NY,
1206986,"161-163 WILLOW STREET",YONKERS,NY,
1206987,"161-165 43RD STREET",BROOKLYN,NY,
1206988,"161-165 EAST 179TH STREET",BRONX,NY,
1206989,"1610 AVENUE Y",BROOKLYN,NY,
1206990,"1610 WILLIAMSBRIDGE RD",BRONX,NY,10461
1206991,"1611 UNIVERSITY AVENUE",BRONX,NY,
1206992,"1615 EASTCHESTER ROAD",BRONX,NY,10461
1206993,"1615 FULTON STREET",BROOKLYN,NY,
1206994,"1615 UNIVERSITY AVENUE",BRONX,NY,
1206995,"162 7TH AVE",BROOKLYN,NY,
1206996,"162 EAST 102ND ST.","NEW YORK",NY,
1206997,"162 EAST 33RD STREET","NEW YORK",NY,10029
1206998,"162 EAST 90TH STREET","NEW YORK",NY,10028
1206999,"162 EAST 91ST STREET","NEW YORK",NY,
1207000,"162 WEST 165TH STREET",BRONX,NY,
1207001,"162-01 CROCHERON AVENUE",QUEENS,NY,11358
1207002,"162-08 77TH AVE",QUEENS,NY,
1207003,"162-10 71ST AVE","FRESH MEADOWS",NY,
1207004,"162-11 JAMAICA AVENUE",QUEENS,NY,
1207005,"162-19 76TH AVE",QUEENS,NY,
1207006,"162-22 JAMAICA AVE",QUEENS,NY,
1207007,"162-24 JAMAICA AVENUE",JAMAICA,NY,11432
1207008,"162-26 CROSS BAY BLVD","HOWARD BEACH",NY,
1207009,"162/66 WEST 56TH STREET","NEW YORK",NY,
1207010,"1620 EASTCHESTER ROAD",BRONX,NY,10461
1207011,"1621 EASTCHESTER RD",BRONX,NY,
1207012,"1622 BRUCKNER BLVD",BRONX,NY,
1207013,"1625 FULTON STREET",BROOKLYN,NY,
1207014,"1625 POPLAR ST.",BRONX,NY,10461
1207015,"1626-1640 AMSTERDAM AVE","NEW YORK",NY,
1207016,"1628 CROSBY AVENUE",BRONX,NY,
1207017,"163 CHARLES STREET","NEW YORK",NY,
1207018,"163 ST. NICHOLAS AVENUE","NEW YORK",NY,10026
1207019,"163 WEST 136TH STREET","NEW YORK",NY,
1207020,"163-03 JAMAICA AVENUE",QUEENS,NY,10432
1207021,"163-09 89TH AVENUE",JAMAICA,NY,11432
1207022,"163-11/163-17 JAMAICA AVE",QUEENS,NY,
1207023,"163-27 JAMAICA AVENUE",QUEENS,NY,
1207024,"1631 MACOMBS RD",BRONX,NY,
1207025,"1632 UNDERCLIFF AVE",BRONX,NY,
1207026,"1632 UNDERCLIFF AVE",BRONX,NY,
1207027,"1632 UNIVERSITY AVE.",BRONX,NY,
1207028,"1634 EASTCHESTER RD",BRONX,NY,
1207029,"1635 BATH AVE",BROOKLYN,NY,
1207030,"1635 POPLAR STREET",BRONX,NY,
1207031,"164 BRUCKNER BLVD",BRONX,NY,
1207032,"164 CHURCH STREET","NEW ROCHELLE",NY,
1207033,"164 EAST 122ND STREET","NEW YORK",NY,
1207034,"164 EAST 122ND STREET","NEW YORK",NY,
1207035,"164 ELDRIDGE STREET","NEW YORK",NY,
1207036,"164 SUNRISE HIGHWAY","VALLEY STREAM",NY,11581
1207037,"1647 MACOMBS ROAD",BRONX,NY,
1207038,"1647-1649 FIRST AVE","NEW YORK",NY,
1207039,"165 CLINTON AVENUE",BROOKLYN,NY,11238
1207040,"165 EAST 115TH STREET","NEW YORK",NY,
1207041,"165 EAST 19TH STREET",BROOKLYN,NY,
1207042,"165 EAST 72ND STREET","NEW YORK",NY,
1207043,"165 EAST 77TH STREET","NEW YORK",NY,
1207044,"165 MAIN STREET",OSSINING,NY,10562
1207045,"165 MAIN STREET",OSSINING,NY,10562
1207046,"165 PERRY STREET","NEW YORK",NY,
1207047,"165 S. STATE RT. 17",PARAMUS,NJ,
1207048,"165 ST. MARKS AVENUE",BROOKLYN,NY,
1207049,"165 VALLEY STREET","SLEEPY HOLLOW",NY,
1207050,"165-09/11 JAMAICA AVENUE",JAMAICA,NY,11432
1207051,"1650 AMSTERDAM AVE","NEW YORK",NY,
1207052,"1650 GRAND CONCOURSE",BRONX,NY,
1207053,"1650 HUTCHINSON RIVER PKWY.",BRONX,NY,10461
1207054,"1650 SELWYN AVE",BRONX,NY,
1207055,"1650 WILLIAMSBRIDGE ROAD",BRONX,NY,
1207056,"1652 PARK AVE","NEW YORK",NY,
1207057,"1654 MONROE AVE",BRONX,NY,
1207058,"1655 MACOMBS AVENUE",BRONX,NY,
1207059,"1655 MONROE AVE",BRONX,NY,
1207060,"1655 UNDERCLIFF AVE",BRONX,NY,
1207061,"1656 UTICA AVENUE",BROOKLYN,NY,11234
1207062,"1657 MACOMBS ROAD",BRONX,NY,
1207063,"1659 ZEREGA AVENUE",BRONX,NY,10462
1207064,"166 EAST 109TH STREET","NEW YORK",NY,
1207065,"166 EAST 119TH STREET","NEW YORK",NY,
1207066,"166 EAST 34TH STREET","NEW YORK",NY,10016
1207067,"166 EAST 34TH STREET","NEW YORK",NY,10016
1207068,"166 EAST 35TH STREET","NEW YORK",NY,
1207069,"166 EAST 35TH STREET","NEW YORK",NY,10017
1207070,"166 EAST 63RD STREET","NEW YORK",NY,
1207071,"166 MARKET STREET",YONKERS,NY,10710
1207072,"166 MARKET STREET",YONKERS,NY,
1207073,"166 WEST 87TH STREET","NEW YORK",NY,10024
1207074,"166-07 JAMAICA AVE.",QUEENS,NY,
1207075,"166-176 SEELEY STREET",BROOKLYN,NY,
1207076,"166-37 JAMAICA AVENUE",QUEENS,NY,
1207077,"1660 BOSTON RD",BRONX,NY,
1207078,"1660 EAST NEW YORK AVE",BROOKLYN,NY,11212
1207079,"1660 FULTON STREET",BROOKLYN,NY,
1207080,"1662 HOE AVENUE",BRONX,NY,10460
1207081,"1662 VYSE AVE",BRONX,NY,
1207082,"1664 DAVIDSON AVE",BRONX,NY,
1207083,"1664 PARK AVE","NEW YORK",NY,
1207084,"1665 ANDREWS AVE",BRONX,NY,
1207085,"1665 MACOMBS RD",BRONX,NY,
1207086,"1665 MORRIS AVENUE",BRONX,NY,
1207087,"1665 NELSON AVENUE",BRONX,NY,
1207088,"1665 UNIVERSITY AVENUE",BRONX,NY,
1207089,"1665 VYSE AVE",BRONX,NY,
1207090,"1666 BATHGATE AVE.",BRONX,NY,10457
1207091,"1668 DAVIDSON AVENUE",BRONX,NY,
1207092,"1668 VYSE AVE",BRONX,NY,
1207093,"1668 WEBSTER AVE",BRONX,NY,
1207094,"1669 MACOMBS RD",BRONX,NY,
1207095,"1669 UNIVERSITY AVENUE",BRONX,NY,
1207096,"167 EAST 51ST STREET","NEW YORK",NY,
1207097,"167 EAST 78TH STREET","NEW YORK",NY,
1207098,"167 NEWPORT STREET",BROOKLYN,NY,
1207099,"167 WEST 74TH STREET","NEW YORK",NY,
1207100,"167 WILLOUGHBY STREET",BROOKLYN,NY,
1207101,"167-02 BAISLEY BLVD.",QUEENS,NY,
1207102,"1670 FULTON STREET",BROOKLYN,NY,
1207103,"1671 VYSE AVE",BRONX,NY,
1207104,"1672 DAVIDSON AVE",BRONX,NY,
1207105,"1675 BROADWAY",BROOKLYN,NY,
1207106,"1675 BROADWAY",BROOKLYN,NY,
1207107,"1675 UNIVERSITY AVENUE",BRONX,NY,
1207108,"1675 WEST 9TH STREET",BROOKLYN,NY,
1207109,"168 EAST 74TH STREET","NEW YORK",NY,10023
1207110,"168-35 ROCKAWAY BLVD.",QUEENS,NY,
1207111,"1680 VYSE AVE",BRONX,NY,
1207112,"1682 PARK PLACE",BROOKLYN,NY,
1207113,"1686 PARK PLACE, B/N RALPH &amp; HOWARD AVE.",BROOKLYN,NY,
1207114,"1687 HOE AVE",BRONX,NY,
1207115,"1687 VYSE AVE",BRONX,NY,
1207116,"169 AMSTERDAM AVE","NEW YORK",NY,
1207117,"169 EAST 78TH STREET","NEW YORK",NY,
1207118,"169 EAST 86TH STREET","NEW YORK",NY,
1207119,"169-28 110TH ROAD",JAMAICA,NY,11433
1207120,"1690 BRYANT AVE",BRONX,NY,
1207121,"1690 JEROME AVE",BRONX,NY,
1207122,"1690 LONGFELLOW AVE.",BRONX,NY,
1207123,"1690 VYSE AVE",BRONX,NY,
1207124,"1691 DAVIDSON AVENUE",BRONX,NY,
1207125,"1691 EASTBURN AVENUE",BRONX,NY,
1207126,"1693 VYSE AVE",BRONX,NY,
1207127,"1694 BANYER PLACE",BRONX,NY,
1207128,"1694 CLAY AVENUE",BRONX,NY,10457
1207129,"1694 DAVIDSON AVE",BRONX,NY,
1207130,"1695 EASTCHESTER RD",BRONX,NY,
1207131,"1695 EASTCHESTER ROAD",BRONX,NY,10461
1207132,"1695 HOE AVENUE",BRONX,NY,10460
1207133,"1695A EASTCHESTER RD",BRONX,NY,
1207134,"1695A EASTCHESTER RD",BRONX,NY,10461
1207135,"1696 BANYER PLACE",BRONX,NY,
1207136,"1696 NELSON AVENUE",BRONX,NY,
1207137,"1696 VYSE AVE",BRONX,NY,
1207138,"17 BRISTOL STREET",BROOKLYN,NY,11212
1207139,"17 COLIGNI AVE","NEW ROCHELLE",NY,
1207140,"17 EAST 129TH STREET","NEW YORK",NY,
1207141,"17 EAST 82ND STREET","NEW YORK",NY,
1207142,"17 EAST 96TH STREET","NEW YORK",NY,10028
1207143,"17 EASTERN PARKWAY",BROOKLYN,NY,
1207144,"17 ELIZABETH STREET",SCARSDALE,NY,
1207145,"17 FORT GEORGE HILL","NEW YORK",NY,
1207146,"17 JAY STREET","NEW YORK",NY,
1207147,"17 PITT STREET","NEW YORK",NY,
1207148,"17 RIVERDALE AVE.",YONKERS,NY,
1207149,"17 SCARBORO AVE","STATEN ISLAND",NY,
1207150,"17 SMITH STREET, AKA 392 FULTON ST",BROOKLYN,NY,
1207151,"17 SOUTH SECOND AVENUE","MT. VERNON",NY,
1207152,"17 STUYVESANT OVAL","NEW YORK",NY,
1207153,"17 WEST 17TH STREET","NEW YORK",NY,10011
1207154,"17-19 EAST 95TH STREET","NEW YORK",NY,
1207155,"170 AMSTERDAM AVENUE","NEW YORK",NY,
1207156,"170 EAST 105TH STREET","NEW YORK",NY,
1207157,"170 EAST 108TH STREET","NEW YORK",NY,
1207158,"170 EAST 3RD STREET","NEW YORK",NY,10009
1207159,"170 EAST MOSHOLU PKWY SOUTH",BRONX,NY,10458
1207160,"170 FLATBUSH AVENUE",BROOKLYN,NY,
1207161,"170 GRAND STREET","WHITE PLAINS",NY,
1207162,"170 HUDSON TERRACE",YONKERS,NY,10701
1207163,"170 MARKET STREET",PATERSON,NJ,
1207164,"170 PARK ROW","NEW YORK",NY,10038
1207165,"170 SAW MILL RIVER ROAD",YONKERS,NY,
1207166,"170 SEVENTH AVENUE","NEW YORK",NY,
1207167,"170 SOUTH PORTLAND AVE",BROOKLYN,NY,
1207168,"170 VARICK, 10TH FLOOR","NEW YORK",NY,10013
1207169,"170 WEST 233RD STREET",BRONX,NY,10463
1207170,"170 WEST 233RD STREET",BRONX,NY,
1207171,"170 WEST 76TH STREET","NEW YORK",NY,
1207172,"170-40 HIGHLAND AVENUE","JAMAICA ESTATES",NY,11432
1207173,"1700 BRYANT AVE",BRONX,NY,
1207174,"1700 CENTRAL PARK AVE",YONKERS,NY,10710
1207175,"1700 GRAND CONCOURSE",BRONX,NY,
1207176,"1700 LONGFELLOW AVE.",BRONX,NY,
1207177,"1700 YORK AVENUE","NEW YORK",NY,10128
1207178,"1701 FULTON AVE",BRONX,NY,
1207179,"1701 NEREID AVE",BRONX,NY,
1207180,"1702 DAVIDSON AVE",BRONX,NY,
1207181,"1704 AMSTERDAM AVE","NEW YORK",NY,
1207182,"1705 CROSBY AVE",BRONX,NY,
1207183,"1705 FIRST AVENUE","NEW YORK",NY,
1207184,"1705 HOE AVENUE",BRONX,NY,10460
1207185,"171 EAST 109TH ST.","NEW YORK",NY,10029
1207186,"171 EAST 74TH STREET","NEW YORK",NY,
1207187,"171 EAST 74TH STREET","NEW YORK",NY,
1207188,"171 EAST 74TH STREET","NEW YORK",NY,10021
1207189,"171 EAST 92ND STREET","NEW YORK",NY,10028
1207190,"171 SPRING STREET","NEW YORK",NY,
1207191,"171 WEST 230TH STREET",BRONX,NY,
1207192,"171 WEST 71ST STREET","NEW YORK",NY,10023
1207193,"171-173 WEST 107TH STREET","NEW YORK",NY,
1207194,"1710 ANDREWS AVE",BRONX,NY,
1207195,"1710 ANDREWS AVE",BRONX,NY,
1207196,"1710 POPHAM AVE",BRONX,NY,
1207197,"1711 HAIGHT AVENUE",BRONX,NY,10461
1207198,"1712 10TH AVE",BROOKLYN,NY,
1207199,"1712 LONGFELLOW AVE.",BRONX,NY,
1207200,"1714 CROTONA PARK EAST",BRONX,NY,
1207201,"1715 LONGFELLOW AVE.",BRONX,NY,
1207202,"1715-17 VYSE AVE",BRONX,NY,
1207203,"1715-1717 BRYANT AVE",BRONX,NY,
1207204,"1717 DUTCH BROADWAY",ELMONT,NY,
1207205,"172 DYCKMAN STREET","NEW YORK",NY,
1207206,"172 MYRTLE BLVD.",LARCHMONT,NY,
1207207,"172 N. SAW MILL RIVER ROAD",ELMSFORD,NY,
1207208,"172 RIVINGTON STREET","NEW YORK",NY,
1207209,"172 WEST 82ND STREET","NEW YORK",NY,
1207210,"172-12 HILLSIDE AVE",JAMAICA,NY,
1207211,"172-70 HIGHLAND AVENUE",QUEENS,NY,11432
1207212,"1720 MAYFLOWER AVE",BRONX,NY,
1207213,"1721 GRAND AVE",BRONX,NY,
1207214,"1721 PARK AVE","NEW YORK",NY,
1207215,"1723 EAST 174TH STREET",BRONX,NY,
1207216,"1724 CROTONA PARK EAST",BRONX,NY,
1207217,"1725 ANDREWS AVENUE",BRONX,NY,
1207218,"1725 CASTLE HILL AVE",BRONX,NY,
1207219,"1725 Edison Avenue",bronx,NY,10461
1207220,"1725 TENBROECK AVE",BRONX,NY,10458
1207221,"1728 CROTONA PARK EAST",BRONX,NY,
1207222,"173 NORTH HIGHLAND AVE",OSSINING,NY,
1207223,"173-09 JAMAICA AVENUE",JAMAICA,NY,11432
1207224,"1730 ANDREWS AVE",BRONX,NY,
1207225,"1730 POPHAM AVE",BRONX,NY,
1207226,"1731 HARRISON AVE",BRONX,NY,
1207227,"1734 TOWNSEND AVE",BRONX,NY,
1207228,"174 DUANE STREET","NEW YORK",NY,
1207229,"174 EAST 104TH STREET","NEW YORK",NY,
1207230,"174 HERKIMER ST.",BROOKLYN,NY,
1207231,"174 MARKET ST.",PATERSON,NJ,
1207232,"174 VANDERBILT AVE",BROOKLYN,NY,
1207233,"174 VANDERBILT AVE",BROOKLYN,NY,
1207234,"1740 EASTCHESTER ROAD",BRONX,NY,
1207235,"1740 EASTCHESTER ROAD",BRONX,NY,
1207236,"1741-1763 BROADWAY",BROOKLYN,NY,
1207237,"1743 LINDEN BLVD",BROOKLYN,NY,
1207238,"1744 OCEAN PARKWAY",BROOKLYN,NY,
1207239,"175 CITY ISLAND AVENUE",BRONX,NY,10464
1207240,"175 EAST 111TH STREET","NEW YORK",NY,
1207241,"175 REMSEN STREET",BROOKLYN,NY,11201
1207242,"175 ROCKLAND AVENUE",MAMARONECK,NY,
1207243,"175 ROGERS AVE",BROOKLYN,NY,
1207244,"175 TARRYTOWN ROAD",GREENBURGH,NY,10607
1207245,"175 VARICK STREET, AKA 59 CHARLTON STREET","NEW YORK",NY,
1207246,"175 VARICK STREET","NEW YORK",NY,
1207247,"175 VARICK STREET","NEW YORK",NY,
1207248,"175 VARICK STREET","NEW YORK",NY,
1207249,"175 VARICK STREET, 4TH FLOOR","NEW YORK",NY,
1207250,"175 VARICK STREET, 5TH FLOOR","NEW YORK",NY,
1207251,"175 VARICK STREET, 3RD FLOOR","NEW YORK",NY,
1207252,"175 VARICK STREET, 6TH FLOOR","NEW YORK",NY,
1207253,"175 VARICK STREET, 8TH FLOOR","NEW YORK",NY,
1207254,"175 VARICK STREET, 2ND FLOOR","NEW YORK",NY,
1207255,"175 VARICK STREET, 1ST FLOOR","NEW YORK",NY,
1207256,"175 WEST 13TH STREET","NEW YORK",NY,
1207257,"175 WILLOUGHBY ST",BROOKLYN,NY,
1207258,"175-15 ROCKAWAY BLVD.",QUEENS,NY,11434
1207259,"175-21 149TH AVE",QUEENS,NY,
1207260,"175-41 LIBERTY AVE",QUEENS,NY,
1207261,"175-41 LIBERTY AVENUE",QUEENS,NY,
1207262,"175-79 NORTH MAIN STREET",PORTCHESTER,NY,10573
1207263,"1750 GRAND AVENUE",BRONX,NY,
1207264,"1750 UNIVERSITY AVENUE",BRONX,NY,10453
1207265,"1751 UNIVERSITY AVE",BRONX,NY,
1207266,"1752 WALTON AVE",BRONX,NY,
1207267,"1753-1763 CROSBY AVENUE",BRONX,NY,10461
1207268,"1755 MADISON AVE","NEW YORK",NY,
1207269,"1756 BRONXDALE AVENUE",BRONX,NY,10462
1207270,"1756 BRONXDALE AVENUE",BRONX,NY,10462
